,ROME_PROFESSION_CARD_CODE,TXT_NAME
563,G1802,"Accueille, place à leur table et conseille les clients d'un restaurant. Supervise le service en salle (organisation, coordination de l'équipe, ...) selon la charte qualité de l'établissement et les normes d'hygiène et de sécurité alimentaires."
564,G1802,Peut effectuer le service des vins et la finition des plats.
565,G1803,"Effectue les opérations de service des plats (dressage des tables, accueil des clients, prise de commandes, ...) au sein d'un établissement de restauration selon la charte qualité de l'établissement et les règles d'hygiène et de sécurité alimentaires."
566,G1803,Peut effectuer la préparation de plats simples.
567,G1803,Peut coordonner une équipe.
568,G1804,"Conseille des clients dans leur choix de vins, effectue le service dans des conditions optimales de dégustation et établit la carte des vins et des boissons selon la législation des vins et des alcools."
569,G1804,"Peut acheter des vins et des alcools auprès de fournisseurs (producteurs, grossistes, ...) et gérer le budget de la sommellerie."
570,G1804,Peut coordonner une équipe.
571,H1101,"Réalise et assure l'assistance et le support technique auprès des clients (internes, externes) de l'entreprise en vue de prévenir et de résoudre des problèmes techniques d'exploitation et d'entretien par le traitement de questions et l'apport de solutions techniques selon des impératifs de qualité et de délais."
572,H1101,Peut coordonner une équipe.
573,H1102,"Réalise le montage, le pilotage et le suivi d'une affaire à forte valeur technique et financière (produits, équipements, installations, prestations, solutions)."
574,H1102,"Effectue l'interface entre le client et les services de l'entreprise par la prise en charge des aspects commerciaux, techniques et financiers selon la réglementation et les impératifs de délai, coût et qualité."
575,H1102,"Peut superviser une équipe d'ingénieurs, de chargés d'affaires industrielles ou une équipe projet."
576,H1201,"Recherche et met au point des teintes, généralement à partir d'échantillons clients, et établit les formules/recettes pour la réalisation industrielle de teintures/colorations sur diverses matières (tissu, peaux, plastique, ...)."
577,H1201,"Intervient selon les règles d'hygiène et de sécurité, les normes environnementales et les impératifs de production (coûts, qualité, délais, ...)."
578,H1201,"Peut teindre les matières (peaux, ...), contrôler les paramètres de teinture, réaliser des tests d'impression et suivre l'état de stock des produits."
579,H1201,Peut coordonner une équipe.
580,H1202,"Réalise la conception physique de cartes électroniques, de produits électroniques ou électriques et les formalise par des schémas, plans normés de détails, de sous-ensembles ou d'ensembles et de dossiers de définition. Les conçoit à partir de spécifications fonctionnelles, de cahiers des charges et de données techniques établies."
581,H1202,"Peut superviser, coordonner un projet ou une équipe."
582,H1203,"Réalise la conception mécanique et physique de pièces, produits, équipements ou installations et les formalise par des plans normés de détails, de sous-ensembles ou d'ensembles et des dossiers de définition. Intervenir à partir de spécifications fonctionnelles, d'analyses documentaires, de cahiers des charges, de commandes et des besoins client."
583,H1203,Peut coordonner un projet ou une équipe.
584,H1204,"Conçoit ou améliore l'esthétique (forme, matières, couleurs) et la fonctionnalité de produits (mobilier, objets utilitaires, audiovisuels, ...) selon l'image de l'entreprise, le contexte socioculturel, les contraintes (économiques, de production,...)."
585,H1204,"Respecte les normes de sécurité, d'environnement et le droit de la propriété industrielle et artistique."
586,H1204,"Peut se spécialiser dans le design d'un ou plusieurs produits (ameublement, art de la table, automobile, ...), de services (bornes interactives ...), d'emballages ou effectuer l'identité visuelle du produit ou de l'entreprise."
587,H1204,Peut réaliser la modélisation et les prototypes du produit et participer au suivi de la fabrication du projet.
588,H1204,"Peut coordonner une équipe, diriger un service ou une structure."
589,H1205,"Réalise la mise au point technique et qualitative d'articles (confection textile, maroquinerie, chaussures, ...) par modification ou création de patrons modèles en fonction d'un cahier des charges ou d'un croquis, d'une figurine de style en vue d'une production en série. Intervient selon les normes de fabrication (normalisation des tailles, ...) et les impératifs de production (délais, coût, qualité, ...)."
590,H1205,"Peut créer de nouveaux modèles, réaliser une étude de style, le patronage (gradation taille par taille) d'articles ou réaliser des prototypes."
591,H1205,Peut coordonner une équipe.
592,H1206,"Conçoit et finalise de nouveaux produits ou de nouvelles technologies. Fait évoluer ceux déjà existants, dans un objectif de développement commercial et d'innovation en milieu industriel."
593,H1206,"Définit des moyens, méthodes et techniques de valorisation et de mise en oeuvre des résultats de recherche."
594,H1206,"Peut superviser et coordonner un projet, une équipe, un service ou un département."
595,H1207,"Conçoit et finalise la documentation technique (notices, plaquettes, manuels, catalogues, bordereaux, ...), associée à des produits, des appareils, des équipements ou des procédés techniques, dans un objectif de déclinaison et d'utilisation."
596,H1207,"Effectue le suivi de cohérence (vocabulaire spécifique, ...) de l'ensemble de la documentation technique."
597,H1207,Peut intervenir dans un domaine ou sur un type de produit particulier en fonction du niveau de technicité requis par l'objet de sa rédaction.
598,H1207,Peut encadrer une équipe de rédacteurs.
599,H1208,"Réalise des études de développement d'installations ou de systèmes industriels automatisés, sur des applications de type « contrôle-commande », de supervision courants faibles (automates programmables, terminaux hommes-machines, ...) ou courants forts (électronique de puissance, ...)."
600,H1208,"Effectue des réglages, des mises au point ou des mises en service d'installations."
601,H1208,Peut modifier des équipements selon l'évolution des normes.
602,H1208,Peut coordonner une équipe.
603,H1209,"Réalise des études et des essais en électronique dans le cadre du développement et de l'évolution de composants, de sous-ensembles, d'ensembles électroniques ou électriques."
604,H1209,Peut coordonner une équipe.
605,H1210,"Prépare des expérimentations, tests et essais. Effectue des mesures et des analyses de caractéristiques biologiques, chimiques ou physiques. Réalise une mise au point de produits, de techniques ou d'appareillages au moyen de matériel de laboratoire. Intervient selon un protocole de recherche et de développement."
606,H1210,Peut coordonner une équipe.
607,H1301,"Réalise des inspections et des vérifications techniques et normatives dans un objectif de suivi, de mise en conformité réglementaire et de fiabilisation des équipements, matériels, installations industrielles et bâtiments recevant du public."
608,H1301,Peut coordonner une équipe.
609,H1302,"Définit la politique de sécurité (sécurité au travail, conditions de travail, protection de l'environnement), la met en place et en assure le suivi selon les normes et la réglementation Hygiène, Sécurité et Environnement."
610,H1302,Peut coordonner une équipe.
611,H1302,Peut diriger un service.
612,H1303,"Suit et vérifie la déclinaison des règles d'hygiène, sécurité et environnement auprès des équipes et des installations par rapport à la réglementation et aux normes."
613,H1303,"Identifie des évolutions de prévention des risques (consignes, méthodes, moyens de protection,...) et suit leur mise en oeuvre dans un objectif de protection et de réduction des impacts et des risques de l'activité industrielle sur les personnes, les biens et l'environnement."
614,H1303,Peut coordonner une équipe.
615,H1401,"Organise et supervise l'ordonnancement, la planification et la gestion de production, dans un objectif d'optimisation et de coordination de flux de produits et d'information, selon les besoins et les impératifs de coûts, délais et qualité."
616,H1401,Peut diriger une équipe ou un service et en gérer le budget.
617,H1402,"Conçoit, optimise et organise l'ensemble des solutions techniques (faisabilité, capacité, fiabilité, rentabilité) et des méthodes de production/fabrication de biens ou de produits, selon les impératifs de productivité et de qualité. Peut participer à la conception de nouveaux produits ou de leur industrialisation."
